PosProb 0.5
NegProb 0.5
pos family 0.0006192909119058678
pos mounted 1.1058766284033353e-05
pos glamorous 1.658814942605003e-05
pos memory 1.658814942605003e-05
pos renovations 6.082321456218344e-05
pos tastefully 6.635259770420012e-05
pos backs 1.658814942605003e-05
pos theater 3.317629885210006e-05
pos busstop 1.658814942605003e-05
pos nearby 0.0006027027624798178
pos bite 1.658814942605003e-05
pos pads 1.1058766284033353e-05
pos off 0.00030411607281091723
pos frontdesk 1.658814942605003e-05
pos silent 2.7646915710083382e-05
pos features 0.00021011655939663372
pos treating 1.658814942605003e-05
pos apparent 1.1058766284033353e-05
pos mayfair 1.1058766284033353e-05
pos ingenuity 1.1058766284033353e-05
pos agree 1.1058766284033353e-05
pos enabling 1.1058766284033353e-05
pos get 0.0010008183487050185
pos flies 1.1058766284033353e-05
pos swish 1.1058766284033353e-05
pos restoring 1.1058766284033353e-05
pos olufsen 1.1058766284033353e-05
pos wake 1.658814942605003e-05
pos wife 0.00014929334483445027
pos attic 1.1058766284033353e-05
pos flower 1.658814942605003e-05
pos yoghurt 1.658814942605003e-05
pos south 0.00018246964368655034
pos de 0.00017694026054453364
pos zoo 1.1058766284033353e-05
pos organizing 1.1058766284033353e-05
pos organising 2.2117532568066706e-05
pos premier 1.658814942605003e-05
pos each 0.00023223409196470042
pos insulated 2.2117532568066706e-05
pos toaster 2.2117532568066706e-05
pos catered 4.976444827815009e-05
pos didn 0.0006082321456218345
pos hosts 1.658814942605003e-05
pos responding 1.1058766284033353e-05
pos between 0.0001437639616924336
pos however 0.0003151748390949506
pos worked 0.00019905779311260035
pos excelant 1.1058766284033353e-05
pos appreciated 0.00027093977395881716
pos fantastic 0.0017528144560192865
pos turbo 1.1058766284033353e-05
pos legal 1.1058766284033353e-05
pos inches 1.1058766284033353e-05
pos wales 1.658814942605003e-05
pos invited 2.2117532568066706e-05
pos plugged 1.1058766284033353e-05
pos reduction 1.1058766284033353e-05
pos mentioned 6.635259770420012e-05
pos compliments 1.1058766284033353e-05
pos offers 3.317629885210006e-05
pos marketed 1.1058766284033353e-05
pos arround 1.1058766284033353e-05
pos waiter 3.8705681994116735e-05
pos fiancee 1.1058766284033353e-05
pos promised 1.658814942605003e-05
pos elephant 4.423506513613341e-05
pos recycle 1.1058766284033353e-05
pos tottenham 1.1058766284033353e-05
pos distinctiveness 1.1058766284033353e-05
pos fascilities 1.1058766284033353e-05
pos indonesia 1.1058766284033353e-05
pos place 0.0009344657510008184
pos clothes 4.976444827815009e-05
pos young 0.00014929334483445027
pos definable 1.1058766284033353e-05
pos multitude 1.1058766284033353e-05
pos neighboring 1.1058766284033353e-05
pos amazballs 1.1058766284033353e-05
pos superb 0.000751996107314268
pos absoulty 1.1058766284033353e-05
pos provide 0.00011611704598235021
pos posting 1.1058766284033353e-05
pos thick 2.7646915710083382e-05
pos shared 1.658814942605003e-05
pos brilliantly 1.1058766284033353e-05
pos opulent 4.423506513613341e-05
pos percolator 1.1058766284033353e-05
pos develop 1.1058766284033353e-05
pos greek 1.1058766284033353e-05
pos management 0.00010505827969831686
pos device 3.8705681994116735e-05
pos freely 1.1058766284033353e-05
pos lived 2.2117532568066706e-05
pos up 0.0009399951341428351
pos generlly 1.1058766284033353e-05
pos oosterpark 5.5293831420166764e-05
pos earl 0.00024882224139075043
pos seconds 1.658814942605003e-05
pos does 3.317629885210006e-05
pos getaway 1.658814942605003e-05
pos extra 0.0007464667241722513
pos agtha 1.1058766284033353e-05
pos prompted 1.1058766284033353e-05
pos negatives 1.658814942605003e-05
pos tranquil 1.658814942605003e-05
pos cycle 1.1058766284033353e-05
pos communicated 1.658814942605003e-05
pos lounges 4.423506513613341e-05
pos impressive 0.0003262336053789839
pos portrayed 1.1058766284033353e-05
pos chains 1.1058766284033353e-05
pos cables 1.1058766284033353e-05
pos beginning 1.1058766284033353e-05
pos unlocking 1.1058766284033353e-05
pos spruce 1.1058766284033353e-05
pos third 3.8705681994116735e-05
pos cake 0.0002598810076747838
pos cynann 1.1058766284033353e-05
pos reserved 2.2117532568066706e-05
pos neighbourhood 6.635259770420012e-05
pos maintaining 1.1058766284033353e-05
pos wasted 1.658814942605003e-05
pos ago 3.8705681994116735e-05
pos find 0.000359409904231084
pos notification 1.658814942605003e-05
pos courier 1.1058766284033353e-05
pos example 3.8705681994116735e-05
pos luggage 0.0002764691571008338
pos restocked 1.1058766284033353e-05
pos somewhere 3.317629885210006e-05
pos antique 3.317629885210006e-05
pos field 1.1058766284033353e-05
pos cool 0.00012717581226638356
pos path 1.1058766284033353e-05
pos road 0.00029858668966890054
pos clientele 1.1058766284033353e-05
pos kemsington 1.1058766284033353e-05
pos diffrent 1.1058766284033353e-05
pos generosity 1.1058766284033353e-05
pos con 8.847013027226682e-05
pos semi 1.1058766284033353e-05
pos conveniently 0.0001658814942605003
pos deliveries 1.1058766284033353e-05
pos woman 2.2117532568066706e-05
pos users 1.1058766284033353e-05
pos sublime 1.1058766284033353e-05
pos reasonable 0.0002764691571008338
pos weak 1.1058766284033353e-05
pos concierges 4.976444827815009e-05
pos private 7.18819808462168e-05
pos assume 1.658814942605003e-05
pos bartender 3.317629885210006e-05
pos brass 1.1058766284033353e-05
pos hairdryer 4.976444827815009e-05
pos dining 0.00029858668966890054
pos no 0.0008681131532966182
pos centre 0.00043129188507730077
pos statation 1.1058766284033353e-05
pos esthetical 1.1058766284033353e-05
pos invaluable 1.1058766284033353e-05
pos statuesque 1.1058766284033353e-05
pos ie 1.1058766284033353e-05
pos heater 2.2117532568066706e-05
pos minivan 1.1058766284033353e-05
pos querky 1.1058766284033353e-05
pos handy 0.00041470373565125074
pos delay 1.1058766284033353e-05
pos of 0.012629111096366089
pos happiness 1.1058766284033353e-05
pos adapted 1.1058766284033353e-05
pos aware 1.1058766284033353e-05
pos kennisington 1.1058766284033353e-05
pos bathtubs 1.1058766284033353e-05
pos communication 2.2117532568066706e-05
pos you 0.003107513325813372
pos everything 0.002255988321942804
pos pleasent 1.658814942605003e-05
pos acess 1.1058766284033353e-05
pos noisy 0.0001437639616924336
pos allergy 1.1058766284033353e-05
pos hang 3.317629885210006e-05
pos easy 0.0015316391303386195
pos ceiling 2.2117532568066706e-05
pos magnifying 1.1058766284033353e-05
pos slept 0.00021011655939663372
pos secluded 1.1058766284033353e-05
pos male 1.658814942605003e-05
pos bathrobe 1.1058766284033353e-05
pos definitely 0.001094817862119302
pos still 0.0001658814942605003
pos impertinent 1.1058766284033353e-05
pos storeyed 1.1058766284033353e-05
pos august 1.1058766284033353e-05
pos trucks 1.1058766284033353e-05
pos hallways 1.658814942605003e-05
pos spotless 0.00019905779311260035
pos polite 0.001249640590095769
pos romo 1.1058766284033353e-05
pos repaired 1.1058766284033353e-05
pos upper 4.423506513613341e-05
pos scaffolding 1.658814942605003e-05
pos hold 2.7646915710083382e-05
pos watch 5.5293831420166764e-05
pos contacted 1.658814942605003e-05
pos travelled 6.082321456218344e-05
pos prefer 3.317629885210006e-05
pos presence 2.2117532568066706e-05
pos confortable 8.294074713025015e-05
pos althiugh 1.1058766284033353e-05
pos ikea 1.1058766284033353e-05
pos depends 1.1058766284033353e-05
pos happier 2.7646915710083382e-05
pos conditions 1.658814942605003e-05
pos interactions 1.1058766284033353e-05
pos modes 1.1058766284033353e-05
pos relaxing 0.00022117532568066706
pos mannerisms 1.1058766284033353e-05
pos everythings 1.658814942605003e-05
pos in 0.012623581713224074
pos randall 2.2117532568066706e-05
pos its 0.000547408931059651
pos brunswick 2.7646915710083382e-05
pos things 0.00024329285824873376
pos gorgeous 0.00026541039081680047
pos cafe 0.00014929334483445027
pos laughing 1.1058766284033353e-05
pos ample 3.317629885210006e-05
pos entree 1.1058766284033353e-05
pos cohen 1.658814942605003e-05
pos locating 1.1058766284033353e-05
pos accessing 1.658814942605003e-05
pos continued 1.658814942605003e-05
pos tallkiing 1.1058766284033353e-05
pos audio 1.1058766284033353e-05
pos firmer 1.1058766284033353e-05
pos anthor 1.1058766284033353e-05
pos bose 2.2117532568066706e-05
pos le 2.2117532568066706e-05
pos stuffs 1.1058766284033353e-05
pos switching 1.1058766284033353e-05
pos provision 2.7646915710083382e-05
pos herbal 1.658814942605003e-05
pos cotswolds 1.1058766284033353e-05
pos constantly 1.658814942605003e-05
pos doing 6.082321456218344e-05
pos insulation 1.658814942605003e-05
pos showing 2.2117532568066706e-05
pos homely 3.8705681994116735e-05
pos cinder 1.1058766284033353e-05
pos serious 1.658814942605003e-05
pos first 0.000563997080485701
pos heritage 3.8705681994116735e-05
pos graciously 1.1058766284033353e-05
pos airport 0.0002543516245327671
pos hot 0.00046446818392940084
pos jumping 1.1058766284033353e-05
pos ticked 1.1058766284033353e-05
pos supporting 1.658814942605003e-05
pos bugs 1.1058766284033353e-05
pos frayed 1.1058766284033353e-05
pos departuring 1.1058766284033353e-05
pos reghina 1.1058766284033353e-05
pos regards 1.658814942605003e-05
pos hotell 2.2117532568066706e-05
pos edge 2.7646915710083382e-05
pos rebate 1.1058766284033353e-05
pos airconditioning 2.2117532568066706e-05
pos courtney 4.976444827815009e-05
pos architecthe 1.1058766284033353e-05
pos sticking 1.1058766284033353e-05
pos comftable 1.658814942605003e-05
pos center 0.00021011655939663372
pos passed 2.2117532568066706e-05
pos trains 0.0001382345785504169
pos big 0.0015095215977705527
pos sophisticated 1.1058766284033353e-05
pos drunk 1.1058766284033353e-05
pos celebrations 1.658814942605003e-05
pos complained 1.658814942605003e-05
pos signs 1.1058766284033353e-05
pos tip 1.658814942605003e-05
pos sa 1.1058766284033353e-05
pos romantic 5.5293831420166764e-05
pos operating 1.1058766284033353e-05
pos socket 1.1058766284033353e-05
pos indifferent 1.1058766284033353e-05
pos goody 1.658814942605003e-05
pos identy 1.1058766284033353e-05
pos buth 1.1058766284033353e-05
pos tiny 0.00024329285824873376
pos letter 3.317629885210006e-05
pos proactivity 1.1058766284033353e-05
pos freezing 1.658814942605003e-05
pos chairs 2.2117532568066706e-05
pos cos 1.1058766284033353e-05
pos metres 2.7646915710083382e-05
pos yasmina 1.1058766284033353e-05
pos servicing 1.1058766284033353e-05
pos flavour 2.2117532568066706e-05
pos enhanced 1.1058766284033353e-05
pos impressions 1.1058766284033353e-05
pos supported 1.1058766284033353e-05
pos avarious 1.1058766284033353e-05
pos platform 1.658814942605003e-05
pos shakespeare 1.1058766284033353e-05
pos authentic 2.2117532568066706e-05
pos thank 0.00046446818392940084
pos crews 1.1058766284033353e-05
pos foods 6.082321456218344e-05
pos information 7.741136398823347e-05
pos cluny 1.1058766284033353e-05
pos leaking 1.1058766284033353e-05
pos cholce 1.1058766284033353e-05
pos compy 1.1058766284033353e-05
pos facilities 0.0015095215977705527
pos basically 3.8705681994116735e-05
pos properties 1.658814942605003e-05
pos evident 1.1058766284033353e-05
pos discourage 1.1058766284033353e-05
pos advices 1.1058766284033353e-05
pos country 3.317629885210006e-05
pos mat 1.1058766284033353e-05
pos lys 1.1058766284033353e-05
pos flight 7.741136398823347e-05
pos original 0.000187999026828567
pos bakery 1.658814942605003e-05
pos interact 1.1058766284033353e-05
pos workforce 1.1058766284033353e-05
pos francessca 1.1058766284033353e-05
pos receiption 1.1058766284033353e-05
pos days 0.00019352840997058368
pos apprared 1.1058766284033353e-05
pos pound 2.7646915710083382e-05
pos exmouth 1.1058766284033353e-05
pos limp 1.1058766284033353e-05
pos valentines 1.1058766284033353e-05
pos closes 1.1058766284033353e-05
pos toasted 1.1058766284033353e-05
pos b 2.7646915710083382e-05
pos storing 1.658814942605003e-05
pos cosy 0.0003704686705151173
pos latin 3.8705681994116735e-05
pos amentities 1.1058766284033353e-05
pos meticulously 1.1058766284033353e-05
pos robe 3.317629885210006e-05
pos remarkably 1.658814942605003e-05
pos compensate 2.2117532568066706e-05
pos sets 1.658814942605003e-05
pos jueion 1.1058766284033353e-05
pos spec 1.658814942605003e-05
pos offered 0.00029858668966890054
pos hair 8.294074713025015e-05
pos separated 3.317629885210006e-05
pos palace 0.00015482272797646694
pos downtown 1.658814942605003e-05
pos netflix 1.1058766284033353e-05
pos exceeded 1.658814942605003e-05
pos behold 1.1058766284033353e-05
pos artwork 1.1058766284033353e-05
pos disgusting 1.1058766284033353e-05
pos decoure 1.1058766284033353e-05
pos gergian 1.1058766284033353e-05
pos talk 2.7646915710083382e-05
pos pm 0.00012717581226638356
pos positively 1.1058766284033353e-05
pos tracking 1.658814942605003e-05
pos es 1.1058766284033353e-05
pos three 0.00019352840997058368
pos layed 1.658814942605003e-05
pos coupled 1.1058766284033353e-05
pos fear 1.1058766284033353e-05
pos pop 1.1058766284033353e-05
pos boil 1.1058766284033353e-05
pos reflected 1.658814942605003e-05
pos la 4.423506513613341e-05
pos initial 3.317629885210006e-05
pos dreadful 1.658814942605003e-05
pos type 3.8705681994116735e-05
pos visited 6.082321456218344e-05
pos reasons 1.1058766284033353e-05
pos testaurants 1.1058766284033353e-05
pos dec 1.1058766284033353e-05
pos christina 1.1058766284033353e-05
pos cleanest 1.658814942605003e-05
pos river 0.0001437639616924336
pos deluxxxxxxxxx 1.1058766284033353e-05
pos enthusiastic 2.2117532568066706e-05
pos peacful 1.1058766284033353e-05
pos italia 1.1058766284033353e-05
pos provided 0.0004423506513613341
pos frukost 1.1058766284033353e-05
pos remorable 1.1058766284033353e-05
pos tissue 1.1058766284033353e-05
pos configerato 1.1058766284033353e-05
pos shut 1.1058766284033353e-05
pos politeness 3.8705681994116735e-05
pos directly 9.39995134142835e-05
pos immediately 0.00010505827969831686
pos shift 2.2117532568066706e-05
pos managers 2.2117532568066706e-05
pos husband 0.00011611704598235021
pos roads 4.423506513613341e-05
pos cannot 0.00013270519540840023
pos portray 1.1058766284033353e-05
pos question 1.658814942605003e-05
pos unexpected 8.294074713025015e-05
pos bedroom 0.00039258620308318406
pos presented 0.00015482272797646694
pos stuck 1.1058766284033353e-05
pos gardens 0.000375998053657134
pos benefitting 1.1058766284033353e-05
pos extraordinary 1.1058766284033353e-05
pos spring 1.658814942605003e-05
pos release 1.1058766284033353e-05
pos frescoed 1.1058766284033353e-05
pos miss 3.8705681994116735e-05
pos deco 6.082321456218344e-05
pos lication 2.2117532568066706e-05
pos relative 1.658814942605003e-05
pos warned 1.1058766284033353e-05
pos trudge 1.1058766284033353e-05
pos parcel 1.1058766284033353e-05
pos appreciate 4.976444827815009e-05
pos gels 1.1058766284033353e-05
pos sweet 4.423506513613341e-05
pos robes 6.082321456218344e-05
pos normally 1.658814942605003e-05
pos repair 1.1058766284033353e-05
pos meats 1.1058766284033353e-05
pos jog 1.1058766284033353e-05
pos threw 1.1058766284033353e-05
pos overlooking 0.0001658814942605003
pos sufficient 2.2117532568066706e-05
pos y 2.2117532568066706e-05
pos timescale 1.1058766284033353e-05
pos dental 1.1058766284033353e-05
pos sparkling 4.423506513613341e-05
pos wesminister 1.1058766284033353e-05
pos frederica 1.1058766284033353e-05
pos deckkor 1.1058766284033353e-05
pos plent 1.1058766284033353e-05
pos pillows 0.0004478800345033508
pos gassy 1.1058766284033353e-05
pos buying 1.1058766284033353e-05
pos veiw 2.7646915710083382e-05
pos unfortunate 1.658814942605003e-05
pos informative 3.317629885210006e-05
pos hashbrown 1.1058766284033353e-05
pos future 8.847013027226682e-05
pos beer 3.8705681994116735e-05
pos milk 7.18819808462168e-05
pos done 0.0001382345785504169
pos pga 1.1058766284033353e-05
pos general 0.00017694026054453364
pos undergrounds 1.1058766284033353e-05
pos barcardi 1.1058766284033353e-05
pos games 1.658814942605003e-05
pos remainder 1.1058766284033353e-05
pos dodgy 1.658814942605003e-05
pos but 0.003920332647689824
pos trying 6.082321456218344e-05
pos retractable 1.1058766284033353e-05
pos spontaneous 1.1058766284033353e-05
pos triomphe 6.635259770420012e-05
pos railway 4.976444827815009e-05
pos life 7.18819808462168e-05
pos bargain 1.658814942605003e-05
pos satisfaction 2.2117532568066706e-05
pos doubt 1.658814942605003e-05
pos thin 1.658814942605003e-05
pos sample 1.658814942605003e-05
pos circulation 1.1058766284033353e-05
pos ubicaci 1.1058766284033353e-05
pos refill 1.1058766284033353e-05
pos criminal 1.1058766284033353e-05
pos carpet 3.8705681994116735e-05
pos parking 0.00020458717625461705
pos sadly 2.7646915710083382e-05
pos bedded 1.1058766284033353e-05
pos proffesional 1.1058766284033353e-05
pos opening 4.423506513613341e-05
pos decade 1.1058766284033353e-05
pos related 2.2117532568066706e-05
pos good 0.012219936743856855
pos locationpricr 1.1058766284033353e-05
pos such 0.0003704686705151173
pos twist 1.1058766284033353e-05
pos architecturally 1.658814942605003e-05
